5.2764 	WARNING 	unknown type:participant
19.5535 	EXP 	New trial (rep=0, index=3): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 4), (u'stimulus', u'E'), (u'cond', u'distractor')])
19.5703 	EXP 	mask: autoDraw = False
19.5703 	EXP 	text_2: autoDraw = False
19.5703 	EXP 	mask: autoDraw = False
19.5703 	EXP 	text_2: text = u'E'
19.5703 	EXP 	text_2: autoDraw = True
19.6201 	EXP 	text_2: autoDraw = False
19.6367 	EXP 	mask: autoDraw = True
19.6374 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 5), (u'stimulus', u'W'), (u'cond', u'distractor')])
19.6530 	EXP 	mask: autoDraw = False
19.6530 	EXP 	text_2: autoDraw = False
19.6530 	EXP 	mask: autoDraw = False
19.6530 	EXP 	text_2: text = u'W'
19.6530 	EXP 	text_2: autoDraw = True
19.7031 	EXP 	text_2: autoDraw = False
19.7201 	EXP 	mask: autoDraw = True
19.7209 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 6), (u'stimulus', u'B'), (u'cond', u'distractor')])
19.7368 	EXP 	mask: autoDraw = False
19.7368 	EXP 	text_2: autoDraw = False
19.7368 	EXP 	mask: autoDraw = False
19.7368 	EXP 	text_2: text = u'B'
19.7368 	EXP 	text_2: autoDraw = True
19.7866 	EXP 	text_2: autoDraw = False
19.8036 	EXP 	mask: autoDraw = True
19.8043 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 7), (u'stimulus', u'Y'), (u'cond', u'distractor')])
19.8202 	EXP 	mask: autoDraw = False
19.8202 	EXP 	text_2: autoDraw = False
19.8202 	EXP 	mask: autoDraw = False
19.8202 	EXP 	text_2: text = u'Y'
19.8202 	EXP 	text_2: autoDraw = True
19.8701 	EXP 	text_2: autoDraw = False
19.8868 	EXP 	mask: autoDraw = True
19.8876 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 8), (u'stimulus', u'P'), (u'cond', u'distractor')])
19.9035 	EXP 	mask: autoDraw = False
19.9035 	EXP 	text_2: autoDraw = False
19.9035 	EXP 	mask: autoDraw = False
19.9035 	EXP 	text_2: text = u'P'
19.9035 	EXP 	text_2: autoDraw = True
19.9529 	EXP 	text_2: autoDraw = False
19.9702 	EXP 	mask: autoDraw = True
19.9709 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 9), (u'stimulus', u'X'), (u'cond', u'distractor')])
19.9867 	EXP 	mask: autoDraw = False
19.9867 	EXP 	text_2: autoDraw = False
19.9867 	EXP 	mask: autoDraw = False
19.9867 	EXP 	text_2: text = u'X'
19.9867 	EXP 	text_2: autoDraw = True
20.0368 	EXP 	text_2: autoDraw = False
20.0530 	EXP 	mask: autoDraw = True
20.0537 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 10), (u'stimulus', u'1'), (u'cond', u'target')])
20.0705 	EXP 	mask: autoDraw = False
20.0705 	EXP 	text_2: autoDraw = False
20.0705 	EXP 	mask: autoDraw = False
20.0705 	EXP 	text_2: text = u'1'
20.0705 	EXP 	text_2: autoDraw = True
20.1205 	EXP 	text_2: autoDraw = False
20.1367 	EXP 	mask: autoDraw = True
20.1375 	EXP 	New trial (rep=0, index=10): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 11), (u'stimulus', u'L'), (u'cond', u'distractor')])
20.1535 	EXP 	mask: autoDraw = False
20.1535 	EXP 	text_2: autoDraw = False
20.1535 	EXP 	mask: autoDraw = False
20.1535 	EXP 	text_2: text = u'L'
20.1535 	EXP 	text_2: autoDraw = True
20.2038 	EXP 	text_2: autoDraw = False
20.2202 	EXP 	mask: autoDraw = True
20.2209 	EXP 	New trial (rep=0, index=11): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 12), (u'stimulus', u'H'), (u'cond', u'distractor')])
20.2370 	EXP 	mask: autoDraw = False
20.2370 	EXP 	text_2: autoDraw = False
20.2370 	EXP 	mask: autoDraw = False
20.2370 	EXP 	text_2: text = u'H'
20.2370 	EXP 	text_2: autoDraw = True
20.2870 	EXP 	text_2: autoDraw = False
20.3035 	EXP 	mask: autoDraw = True
20.3042 	EXP 	New trial (rep=0, index=12): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 13), (u'stimulus', u'P'), (u'cond', u'distractor')])
20.3202 	EXP 	mask: autoDraw = False
20.3202 	EXP 	text_2: autoDraw = False
20.3202 	EXP 	mask: autoDraw = False
20.3202 	EXP 	text_2: text = u'P'
20.3202 	EXP 	text_2: autoDraw = True
20.3701 	EXP 	text_2: autoDraw = False
20.3871 	EXP 	mask: autoDraw = True
20.3878 	EXP 	New trial (rep=0, index=13): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 14), (u'stimulus', u'F'), (u'cond', u'distractor')])
20.4035 	EXP 	mask: autoDraw = False
20.4035 	EXP 	text_2: autoDraw = False
20.4035 	EXP 	mask: autoDraw = False
20.4035 	EXP 	text_2: text = u'F'
20.4035 	EXP 	text_2: autoDraw = True
20.4539 	EXP 	text_2: autoDraw = False
20.4702 	EXP 	mask: autoDraw = True
20.4709 	EXP 	New trial (rep=0, index=14): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 15), (u'stimulus', u'N'), (u'cond', u'distractor')])
20.4868 	EXP 	mask: autoDraw = False
20.4868 	EXP 	text_2: autoDraw = False
20.4868 	EXP 	mask: autoDraw = False
20.4868 	EXP 	text_2: text = u'N'
20.4868 	EXP 	text_2: autoDraw = True
20.5368 	EXP 	text_2: autoDraw = False
20.5539 	EXP 	mask: autoDraw = True
20.5546 	EXP 	New trial (rep=0, index=15): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 16), (u'stimulus', u' '), (u'cond', u'mask')])
20.5701 	EXP 	mask: autoDraw = False
20.5701 	EXP 	text_2: autoDraw = False
20.5701 	EXP 	mask: autoDraw = False
20.5701 	EXP 	text_2: text = u' '
20.5701 	EXP 	text_2: autoDraw = True
20.6206 	EXP 	text_2: autoDraw = False
20.6368 	EXP 	mask: autoDraw = True
20.6375 	EXP 	New trial (rep=0, index=16): OrderedDict([(u'block', 1), (u'trial', 3), (u'sep_dur', u'long'), (u'Tx', u't2'), (u'stim_count', 17), (u'stimulus', u'J'), (u'cond', u'distractor')])
20.6535 	EXP 	mask: autoDraw = False
20.6535 	EXP 	text_2: autoDraw = False
20.6535 	EXP 	mask: autoDraw = False
20.6535 	EXP 	text_2: text = u'J'
20.6535 	EXP 	text_2: autoDraw = True
20.7038 	EXP 	text_2: autoDraw = False
20.7202 	EXP 	mask: autoDraw = True
20.7363 	EXP 	mask: autoDraw = False
20.7363 	EXP 	text_2: autoDraw = False
20.7363 	EXP 	mask: autoDraw = False
21.7536 	EXP 	Probe_t1: autoDraw = True
23.6054 	DATA 	Keypress: 7
23.6204 	EXP 	Probe_t1: autoDraw = False
23.6204 	EXP 	Probe_t2: autoDraw = True
23.7220 	DATA 	Keypress: 1
23.7371 	EXP 	Probe_t2: autoDraw = False
23.7371 	EXP 	blank: autoDraw = True
23.9246 	EXP 	New trial (rep=3, index=0): None
23.9475 	EXP 	blank: autoDraw = False
23.9475 	EXP 	blank: autoDraw = False
23.9475 	EXP 	text: text = 4
23.9475 	EXP 	text: autoDraw = True
24.1249 	EXP 	Imported tmp_stimuli.csv as conditions, 18 conditions, 7 params
24.1253 	EXP 	Created sequence: sequential, trialTypes=18, nReps=1, seed=None
24.1257 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 1), (u'stimulus', u'I'), (u'cond', u'distractor')])
24.1371 	EXP 	text: autoDraw = False
24.1371 	EXP 	text: autoDraw = False
24.1371 	EXP 	text_2: text = u'I'
24.1371 	EXP 	text_2: autoDraw = True
24.1872 	EXP 	text_2: autoDraw = False
24.2035 	EXP 	mask: autoDraw = True
24.2042 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 2), (u'stimulus', u'J'), (u'cond', u'distractor')])
24.2204 	EXP 	mask: autoDraw = False
24.2204 	EXP 	text_2: autoDraw = False
24.2204 	EXP 	mask: autoDraw = False
24.2204 	EXP 	text_2: text = u'J'
24.2204 	EXP 	text_2: autoDraw = True
24.2702 	EXP 	text_2: autoDraw = False
24.2872 	EXP 	mask: autoDraw = True
24.2879 	EXP 	New trial (rep=0, index=2): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 3), (u'stimulus', u'Q'), (u'cond', u'distractor')])
24.3037 	EXP 	mask: autoDraw = False
24.3037 	EXP 	text_2: autoDraw = False
24.3037 	EXP 	mask: autoDraw = False
24.3037 	EXP 	text_2: text = u'Q'
24.3037 	EXP 	text_2: autoDraw = True
24.3530 	EXP 	text_2: autoDraw = False
24.3709 	EXP 	mask: autoDraw = True
24.3716 	EXP 	New trial (rep=0, index=3): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 4), (u'stimulus', u'T'), (u'cond', u'distractor')])
24.3871 	EXP 	mask: autoDraw = False
24.3871 	EXP 	text_2: autoDraw = False
24.3871 	EXP 	mask: autoDraw = False
24.3871 	EXP 	text_2: text = u'T'
24.3871 	EXP 	text_2: autoDraw = True
24.4371 	EXP 	text_2: autoDraw = False
24.4539 	EXP 	mask: autoDraw = True
24.4547 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 5), (u'stimulus', u'3'), (u'cond', u'target')])
24.4703 	EXP 	mask: autoDraw = False
24.4703 	EXP 	text_2: autoDraw = False
24.4703 	EXP 	mask: autoDraw = False
24.4703 	EXP 	text_2: text = u'3'
24.4703 	EXP 	text_2: autoDraw = True
24.5197 	EXP 	text_2: autoDraw = False
24.5369 	EXP 	mask: autoDraw = True
24.5377 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 6), (u'stimulus', u'Z'), (u'cond', u'distractor')])
24.5543 	EXP 	mask: autoDraw = False
24.5543 	EXP 	text_2: autoDraw = False
24.5543 	EXP 	mask: autoDraw = False
24.5543 	EXP 	text_2: text = u'Z'
24.5543 	EXP 	text_2: autoDraw = True
24.6038 	EXP 	text_2: autoDraw = False
24.6202 	EXP 	mask: autoDraw = True
24.6209 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 7), (u'stimulus', u' '), (u'cond', u'mask')])
24.6371 	EXP 	mask: autoDraw = False
24.6371 	EXP 	text_2: autoDraw = False
24.6371 	EXP 	mask: autoDraw = False
24.6371 	EXP 	text_2: text = u' '
24.6371 	EXP 	text_2: autoDraw = True
24.6868 	EXP 	text_2: autoDraw = False
24.7037 	EXP 	mask: autoDraw = True
24.7045 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 8), (u'stimulus', u'L'), (u'cond', u'distractor')])
24.7204 	EXP 	mask: autoDraw = False
24.7204 	EXP 	text_2: autoDraw = False
24.7204 	EXP 	mask: autoDraw = False
24.7204 	EXP 	text_2: text = u'L'
24.7204 	EXP 	text_2: autoDraw = True
24.7701 	EXP 	text_2: autoDraw = False
24.7866 	EXP 	mask: autoDraw = True
24.7874 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 9), (u'stimulus', u'3'), (u'cond', u'target')])
24.8038 	EXP 	mask: autoDraw = False
24.8038 	EXP 	text_2: autoDraw = False
24.8038 	EXP 	mask: autoDraw = False
24.8038 	EXP 	text_2: text = u'3'
24.8038 	EXP 	text_2: autoDraw = True
24.8539 	EXP 	text_2: autoDraw = False
24.8705 	EXP 	mask: autoDraw = True
24.8713 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 10), (u'stimulus', u'F'), (u'cond', u'distractor')])
24.8871 	EXP 	mask: autoDraw = False
24.8871 	EXP 	text_2: autoDraw = False
24.8871 	EXP 	mask: autoDraw = False
24.8871 	EXP 	text_2: text = u'F'
24.8871 	EXP 	text_2: autoDraw = True
24.9374 	EXP 	text_2: autoDraw = False
24.9539 	EXP 	mask: autoDraw = True
24.9547 	EXP 	New trial (rep=0, index=10): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 11), (u'stimulus', u'W'), (u'cond', u'distractor')])
24.9705 	EXP 	mask: autoDraw = False
24.9705 	EXP 	text_2: autoDraw = False
24.9705 	EXP 	mask: autoDraw = False
24.9705 	EXP 	text_2: text = u'W'
24.9705 	EXP 	text_2: autoDraw = True
25.0209 	EXP 	text_2: autoDraw = False
25.0372 	EXP 	mask: autoDraw = True
25.0380 	EXP 	New trial (rep=0, index=11): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 12), (u'stimulus', u'S'), (u'cond', u'distractor')])
25.0539 	EXP 	mask: autoDraw = False
25.0539 	EXP 	text_2: autoDraw = False
25.0539 	EXP 	mask: autoDraw = False
25.0539 	EXP 	text_2: text = u'S'
25.0539 	EXP 	text_2: autoDraw = True
25.1042 	EXP 	text_2: autoDraw = False
25.1206 	EXP 	mask: autoDraw = True
25.1214 	EXP 	New trial (rep=0, index=12): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 13), (u'stimulus', u'I'), (u'cond', u'distractor')])
25.1369 	EXP 	mask: autoDraw = False
25.1369 	EXP 	text_2: autoDraw = False
25.1369 	EXP 	mask: autoDraw = False
25.1369 	EXP 	text_2: text = u'I'
25.1369 	EXP 	text_2: autoDraw = True
25.1874 	EXP 	text_2: autoDraw = False
25.2038 	EXP 	mask: autoDraw = True
25.2046 	EXP 	New trial (rep=0, index=13): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 14), (u'stimulus', u'F'), (u'cond', u'distractor')])
25.2209 	EXP 	mask: autoDraw = False
25.2209 	EXP 	text_2: autoDraw = False
25.2209 	EXP 	mask: autoDraw = False
25.2209 	EXP 	text_2: text = u'F'
25.2209 	EXP 	text_2: autoDraw = True
25.2703 	EXP 	text_2: autoDraw = False
25.2875 	EXP 	mask: autoDraw = True
25.2883 	EXP 	New trial (rep=0, index=14): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 15), (u'stimulus', u'Y'), (u'cond', u'distractor')])
25.3038 	EXP 	mask: autoDraw = False
25.3038 	EXP 	text_2: autoDraw = False
25.3038 	EXP 	mask: autoDraw = False
25.3038 	EXP 	text_2: text = u'Y'
25.3038 	EXP 	text_2: autoDraw = True
25.3535 	EXP 	text_2: autoDraw = False
25.3703 	EXP 	mask: autoDraw = True
25.3711 	EXP 	New trial (rep=0, index=15): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 16), (u'stimulus', u'I'), (u'cond', u'distractor')])
25.3873 	EXP 	mask: autoDraw = False
25.3873 	EXP 	text_2: autoDraw = False
25.3873 	EXP 	mask: autoDraw = False
25.3873 	EXP 	text_2: text = u'I'
25.3873 	EXP 	text_2: autoDraw = True
25.4373 	EXP 	text_2: autoDraw = False
25.4538 	EXP 	mask: autoDraw = True
25.4545 	EXP 	New trial (rep=0, index=16): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 17), (u'stimulus', u'N'), (u'cond', u'distractor')])
25.4704 	EXP 	mask: autoDraw = False
25.4704 	EXP 	text_2: autoDraw = False
25.4704 	EXP 	mask: autoDraw = False
25.4704 	EXP 	text_2: text = u'N'
25.4704 	EXP 	text_2: autoDraw = True
25.5200 	EXP 	text_2: autoDraw = False
25.5367 	EXP 	mask: autoDraw = True
25.5375 	EXP 	New trial (rep=0, index=17): OrderedDict([(u'block', 1), (u'trial', 4), (u'sep_dur', u'short'), (u'Tx', u't2'), (u'stim_count', 18), (u'stimulus', u'V'), (u'cond', u'distractor')])
25.5533 	EXP 	mask: autoDraw = False
25.5533 	EXP 	text_2: autoDraw = False
25.5533 	EXP 	mask: autoDraw = False
25.5533 	EXP 	text_2: text = u'V'
25.5533 	EXP 	text_2: autoDraw = True
25.6041 	EXP 	text_2: autoDraw = False
25.6205 	EXP 	mask: autoDraw = True
25.6371 	EXP 	mask: autoDraw = False
25.6371 	EXP 	text_2: autoDraw = False
25.6371 	EXP 	mask: autoDraw = False
26.6541 	EXP 	Probe_t1: autoDraw = True
27.2060 	DATA 	Keypress: escape
